TP	0.0000 0.0000 0 0 0 0 0 0 0 0 1 1.0000 2 2 2 0 0 1 0 0.0 1.0 0.0 0 0

TP	1.0000 1.0000 1 0 1 0 0 0 0 0 1 1.0000 19 19 19 0 0 0 0 0.0 1.0 0.0 2 0

TP	1.0000 1.0000 1 0 0 0 0 0 0 0 1 1.0000 27 22 22 0 0 1 0 0.0 0.828 0.172 0 0

TP	1.0000 1.0000 0 0 0 0 0 0 0 0 1 1.0000 8 8 8 0 0 0 0 0.0 1.0 0.0 1 1

TP	1.0000 1.0000 0 0 0 0 0 0 0 0 1 1.0000 31 30 30 0 0 0 0 0.0 0.83 0.17 2 0

TP	1.0000 1.0000 1 0 0 0 0 0 0 0 1 1.0000 70 66 61 0 1 1 0 0.034 0.833 0.133 9 1

TP	1.0000 1.0000 0 0 0 0 0 0 0 0 1 1.0000 25 25 25 0 0 0 0 0.088 0.779 0.133 1 2

TP	1.0000 1.0000 0 0 0 0 0 0 0 0 1 1.0000 2 2 2 0 0 0 0 0.0 1.0 0.0 0 0

TP	1.0000 1.0000 0 0 0 0 0 0 0 0 1 1.0000 3 3 3 0 0 0 0 0.0 1.0 0.0 0 0

TP	1.0000 1.0000 0 0 0 0 0 0 0 0 1 1.0000 4 4 4 0 0 0 0 0.0 0.504 0.496 0 0

TP	0.0000 0.0000 0 0 0 0 0 0 0 0 1 1.0000 2 2 2 0 0 0 0 0.0 1.0 0.0 0 0

TP	1.0000 0.1423 0 0 0 0 0 0 0 0 1 0.1111 6 6 6 0 0 0 0 0.178 0.693 0.129 0 0
TP	0.0000 0.7402 0 0 0 0 0 0 0 0 2 0.2222 11 10 10 0 0 0 0 0.154 0.697 0.149 2 0
TP	0.0000 0.1984 0 0 0 0 0 0 0 0 3 0.3333 7 7 7 0 0 0 0 0.0 0.796 0.204 1 0
TP	0.0000 0.1015 0 0 0 0 0 0 0 0 4 0.4444 2 2 2 0 0 0 0 0.0 1.0 0.0 0 0
TP	0.0000 0.2471 0 0 0 0 0 0 0 0 5 0.5556 3 3 3 0 0 0 0 0.0 1.0 0.0 0 1
TP	0.0000 0.6597 0 0 0 0 0 0 0 0 6 0.6667 15 15 14 0 0 0 0 0.0 0.779 0.221 3 0
TP	0.0000 0.2804 1 0 0 1 0 0 0 0 7 0.7778 5 5 5 0 0 0 0 0.0 0.822 0.178 0 2
TP	0.0000 0.4126 0 0 0 0 0 0 0 0 8 0.8889 9 7 7 0 0 0 0 0.0 1.0 0.0 0 0
TP	0.0000 0.0000 0 0 0 0 0 0 0 0 9 1.0000 1 1 1 0 0 0 0 0.0 1.0 0.0 0 0

TP	1.0000 0.8040 0 0 0 0 0 0 0 0 1 0.1111 54 33 32 0 0 0 0 0.034 0.938 0.029 1 4
TP	0.0000 0.0000 0 0 0 0 0 0 0 0 2 0.2222 1 1 1 0 0 0 0 0.0 1.0 0.0 0 0
TP	0.1105 0.4786 0 0 1 1 0 0 0 0 3 0.3333 21 21 21 0 0 0 0 0.07 0.888 0.042 2 1
TP	0.0661 0.3195 0 0 0 0 0 0 0 0 4 0.4444 8 8 8 0 0 0 0 0.158 0.842 0.0 2 0
TP	0.0452 0.3809 0 0 0 0 0 0 0 0 5 0.5556 14 13 12 0 0 0 0 0.091 0.909 0.0 1 2
TP	0.0000 0.0000 0 0 0 0 0 0 0 0 6 0.6667 1 1 1 0 0 0 0 0.0 1.0 0.0 0 0
